ID,pred
2571,1
8739,1
3990,1
8510,1
10168,1
5003,1
10465,1
10595,1
429,1
3129,1
7676,1
8759,1
9867,1
976,1
5693,1
8541,1
5411,1
2260,1
9657,1
8944,1
6876,1
9446,1
7067,1
1413,1
8694,1
5484,1
10723,1
4360,1
450,1
8195,1
5867,1
8554,1
9631,1
2634,1
6744,1
854,1
484,1
9296,1
6788,1
9372,1
4001,1
1794,1
4124,1
6041,1
6051,1
4973,1
9211,1
10207,1
1547,1
944,1
5489,1
6287,1
9797,1
4755,1
6118,1
6837,1
3703,1
3962,1
5932,1
7712,1
8644,1
8691,1
9605,1
4909,1
7026,1
9438,1
5490,1
1704,1
6700,1
4512,1
32,1
10682,1
3628,1
4797,1
9137,1
8062,1
10968,1
4037,1
4243,1
6892,1
2120,1
7335,1
2630,1
3435,1
3469,1
4994,1
10756,1
10505,1
616,1
6756,1
2072,1
2200,1
3300,1
10479,1
6191,1
5312,1
10385,1
5031,1
10490,1
7481,1
8213,1
9465,1
9658,1
6421,1
892,1
9226,1
8764,1
504,1
3918,1
279,1
10843,1
6281,1
8987,1
5988,1
8732,1
9030,1
4387,1
5873,1
4831,1
10210,1
3655,1
10862,1
1688,1
9214,1
5240,1
2885,1
4505,1
5507,1
4796,1
4531,1
10193,1
1052,1
5585,1
968,1
9005,1
10789,1
10967,1
5039,1
3913,1
5570,1
10042,1
8611,1
2756,1
1677,1
9232,1
1525,1
7535,1
9839,1
9700,1
10069,1
1620,1
5573,1
2466,1
5866,1
8600,1
5260,1
2642,1
9659,1
9024,1
5175,1
292,1
4679,1
10232,1
6954,1
1086,1
5350,1
7382,1
8437,1
997,1
5105,1
4309,1
2365,1
9131,1
6506,1
7674,1
894,1
8986,1
9682,1
8756,1
2686,1
4820,1
79,1
1886,1
3881,1
7729,1
6822,1
9486,1
2945,1
1598,1
6322,1
884,1
6363,1
7116,1
2139,1
6720,1
8309,1
1112,1
5928,1
635,1
6093,1
7938,1
165,1
7430,1
3519,1
1048,1
1623,1
2342,1
6907,1
595,1
7223,1
655,1
2228,1
10793,1
9437,1
10348,1
6336,1
5955,1
4200,1
10061,1
3837,1
7431,1
6574,1
5491,1
7327,1
7732,1
3996,1
1073,1
6650,1
1428,1
3949,1
3588,1
7967,1
3312,1
8133,1
2343,1
10129,1
9862,1
310,1
9172,1
2909,1
6415,1
5145,1
10560,1
8807,1
9789,1
7276,1
8670,1
10672,1
9823,1
7970,1
6455,1
4536,1
6414,1
8138,1
3028,1
6053,1
5930,1
7917,1
4548,1
7351,1
10876,1
3550,1
5113,1
2353,1
2265,1
10535,1
8316,1
10047,1
2285,1
3832,1
4184,1
10203,1
603,1
9069,1
2747,1
10377,1
1234,1
5400,1
5513,1
9832,1
10676,1
6526,1
3353,1
201,1
5701,1
7918,1
7102,1
1543,1
3906,1
9620,1
8953,1
7877,1
3843,1
10121,1
8375,1
1170,1
5256,1
7046,1
2185,1
10114,1
7924,1
6748,1
7398,1
10303,1
3741,1
849,1
3313,1
2719,1
10548,1
7862,1
7567,1
2725,1
6395,1
2498,1
1897,1
9169,1
2070,1
4630,1
3651,1
10005,1
2250,1
7440,1
3048,1
2125,1
2354,1
8160,1
10903,1
4324,1
9161,1
5414,1
5748,1
5425,1
8389,1
850,1
4705,1
4416,1
3786,1
10575,1
2661,1
1506,1
9142,1
3413,1
7596,1
8601,1
4053,1
431,1
3452,1
6838,1
1204,1
1387,1
8667,1
3594,1
5881,1
8777,1
638,1
8432,1
6445,1
1124,1
6732,1
10242,1
3689,1
7461,1
10342,1
8910,1
1832,1
585,1
658,1
558,1
9016,1
2540,1
6655,1
9418,1
10751,1
2432,1
3828,1
3081,1
6944,1
10224,1
8452,1
10923,1
1433,1
3798,1
8175,1
7194,1
4510,1
8885,1
1228,1
1647,1
352,1
966,1
17,1
2155,1
841,1
9601,1
5886,1
287,1
5277,1
1808,1
1510,1
3506,1
5483,1
5858,1
7505,1
6161,1
2123,1
4798,1
1375,1
4369,1
2117,1
1005,1
3422,1
3182,1
2764,1
5002,1
8216,1
410,1
8367,1
2269,1
4052,1
1270,1
53,1
1993,1
10140,1
5813,1
9709,1
3455,1
6420,1
9381,1
9057,1
3210,1
10909,1
7882,1
3322,1
2023,1
1789,1
7449,1
3671,1
7579,1
2560,1
946,1
10045,1
7495,1
1572,1
8012,1
9489,1
8185,1
8642,1
6950,1
7673,1
7844,1
10570,1
10737,1
2513,1
8381,1
4110,1
6121,1
4357,1
9153,1
5582,1
3504,1
4475,1
4402,1
8320,1
6768,1
4009,1
6007,1
10794,1
1462,1
4962,1
7188,1
6243,1
1635,1
9607,1
8886,1
6404,1
7785,1
6593,1
929,1
200,1
3138,1
4984,1
2470,1
8194,1
6967,1
1275,1
8232,1
6942,1
3787,1
1109,1
7375,1
8369,1
3314,1
4459,1
6745,1
9885,1
6292,1
9630,1
493,1
9558,1
475,1
7138,1
4181,1
4166,1
6338,1
513,1
6997,1
1416,1
7142,1
768,1
4583,1
4185,1
3763,1
2291,1
143,1
9047,1
10336,1
2825,1
8358,1
2099,1
6412,1
4659,1
9458,1
5237,1
9619,1
415,1
2359,1
6210,1
2533,1
6032,1
4125,1
1140,1
5012,1
7459,1
10198,1
1032,1
7400,1
3288,1
2143,1
4063,1
6812,1
6391,1
8244,1
2455,1
5024,1
9228,1
8584,1
1935,1
1607,1
6439,1
1445,1
2761,1
10604,1
5234,1
3064,1
9329,1
3166,1
2319,1
3239,1
6631,1
1933,1
7411,1
2350,1
5462,1
6341,1
7023,1
4863,1
1389,1
1490,1
1872,1
6355,1
1873,1
8242,1
1094,1
10859,1
5434,1
7780,1
9572,1
4624,1
6475,1
9285,1
4289,1
10334,1
3068,1
795,1
2218,1
2891,1
9340,1
3267,0
2232,1
2217,1
9698,1
5487,1
860,1
560,1
4577,1
1236,1
5878,1
118,1
10402,1
7298,1
5473,1
3997,1
8870,1
4656,1
1617,1
10950,1
7413,1
1196,1
7483,1
742,1
8983,1
523,1
4311,1
10359,1
7880,1
318,1
3233,1
8991,1
10243,1
1093,1
9051,1
798,1
10468,1
5141,1
10894,1
5033,1
1867,1
10325,1
1630,1
8514,1
9427,1
5709,1
9802,1
3942,1
7771,1
5241,1
3025,1
8969,1
8075,1
8484,1
7153,1
5855,1
7303,1
7325,1
569,1
7597,1
1430,1
6913,1
3356,1
4366,1
5977,1
1355,1
3212,1
5925,1
1901,1
80,1
9868,1
2481,1
5533,1
4172,1
3590,1
8422,1
3460,1
3347,1
711,1
10304,1
2813,1
3306,1
1740,1
7757,1
4019,1
4943,1
10094,1
943,1
2961,1
1822,1
1603,1
1874,1
5476,1
508,1
4085,1
4119,1
2757,1
6068,1
1333,1
4374,1
9722,1
275,1
7824,1
4128,1
6870,1
4378,1
10704,1
7113,1
637,1
3511,1
915,1
7246,1
9423,1
7812,1
8977,1
6364,1
4236,1
9493,1
6927,1
2694,1
409,1
1987,1
9790,1
5291,1
2230,1
7577,1
8286,1
518,1
10549,1
10534,1
5907,1
6430,1
780,1
7121,1
3440,1
2628,1
7819,1
3091,1
2201,1
4964,1
10423,1
2532,1
344,1
5222,1
1795,1
3872,1
4710,1
9627,1
7179,1
337,1
3839,1
1180,1
5626,1
6276,1
7604,1
7042,1
7315,1
6922,1
1049,1
8400,1
2333,1
7218,1
6498,1
1158,1
1804,1
2209,1
2366,1
2590,1
61,1
6660,1
7818,1
3103,1
3889,1
4499,1
8981,1
3264,1
7833,1
9818,1
9895,1
5734,1
7949,1
8332,1
2062,1
7149,1
7687,1
3890,1
7526,1
8932,1
9760,1
4133,1
3055,1
9129,1
4931,1
767,1
5846,1
5976,1
6979,1
5909,1
761,1
1344,1
9343,1
3527,1
9009,1
4882,1
2137,1
4239,1
1875,1
6570,1
3110,1
9927,1
4533,1
876,1
7847,1
10112,1
1283,1
4770,1
10799,1
294,1
4417,1
1990,1
4282,1
10847,1
2107,1
9190,1
3617,1
7921,1
6836,1
2282,1
10554,1
8,1
6204,1
4441,1
9487,1
5464,1
6491,1
9278,1
788,1
10088,1
7391,1
10593,1
3165,1
2295,1
2937,1
6214,1
3585,1
8481,1
5070,1
4152,1
10954,1
2933,1
10638,1
4782,1
6190,1
8401,1
6282,1
5735,1
6863,1
8115,1
1494,1
3610,1
832,1
6575,1
2713,1
9089,1
735,1
7244,1
6223,1
1782,1
4780,1
2405,1
10666,1
9233,1
5363,1
6567,1
7532,1
855,1
10927,1
2566,1
10856,1
9696,1
6005,1
10016,1
1381,1
9861,1
1728,1
4267,1
49,1
492,1
10651,1
10978,1
9463,1
3146,1
6730,1
4894,1
3191,1
6839,1
10116,1
10610,1
3756,1
8465,1
5172,1
3943,1
2078,1
1798,1
10677,1
1615,1
8548,1
2993,1
6896,1
7426,1
1113,1
6303,1
6571,1
2541,1
10747,1
7739,1
10616,1
5261,1
3855,1
10788,1
3007,1
826,1
2149,1
5990,1
3024,1
9651,1
4757,1
7946,1
1656,1
2901,1
9032,1
6968,1
4075,1
4542,1
4504,1
2739,1
8863,1
319,1
6528,1
1556,1
9039,1
9749,1
7571,1
3268,1
7939,1
456,1
1244,1
2345,1
2892,1
2398,1
6123,1
2056,1
6302,1
8029,1
384,1
2040,1
8388,1
2310,1
8913,1
6513,1
5599,1
945,1
8502,1
8256,1
1258,1
9264,1
4911,1
9159,1
2492,1
4852,1
8236,1
8441,1
7959,1
42,1
10512,1
2525,1
9194,1
7051,1
3691,1
2386,1
1648,1
7204,1
2830,1
10818,1
10134,1
401,1
4197,1
3383,1
5641,1
4215,1
10189,1
7652,1
490,1
2932,1
4005,1
7316,1
4060,1
3190,1
8799,1
5501,1
835,1
2740,1
9910,1
218,1
810,1
9258,1
737,1
5419,1
4451,1
8865,1
9200,1
10390,1
9466,1
7779,1
3826,1
2126,1
3000,1
10635,1
4329,1
9947,1
1487,1
2762,1
124,1
8415,1
5275,1
8722,1
8666,1
9500,1
9909,1
7977,1
2348,1
4356,1
6499,1
4425,1
6459,1
353,1
8966,1
8447,1
2086,1
9015,1
1374,1
5053,1
57,1
10874,1
6189,1
5374,1
7040,1
8659,1
2140,1
4313,1
4190,1
7049,1
8501,1
743,1
2526,1
738,1
2640,1
541,1
3860,1
5726,1
5959,1
5037,1
9777,1
6602,1
9741,1
3623,1
4733,1
2547,1
9374,1
6290,1
7982,1
8617,1
9037,1
2677,1
175,1
9407,1
6566,1
6034,1
7966,1
2160,1
9263,1
7989,1
6772,1
7681,1
8638,1
7162,1
10947,1
4325,1
2270,1
8289,1
670,1
965,1
8221,1
5167,1
255,1
10713,1
10870,1
359,1
6351,1
1814,1
8217,1
145,1
6881,1
2954,1
4083,1
5989,1
7563,1
8303,1
8149,1
2267,1
9083,1
7163,1
4721,1
10117,1
6605,1
4696,1
4269,1
10282,1
8697,1
3161,1
5121,1
3904,1
6042,1
9113,1
3284,1
6413,1
9756,1
286,1
3769,1
6044,1
4727,1
4769,1
2670,1
1888,1
6701,1
4569,1
2524,1
4515,1
3758,1
10299,1
7212,1
2132,1
8758,1
972,1
5880,1
4868,1
6285,1
9280,1
7358,1
7963,1
10451,1
10988,1
8531,1
5020,1
2164,1
4947,1
2758,1
10628,1
5290,1
10942,1
853,1
3276,1
1103,1
7753,1
8044,1
3235,1
4838,1
10171,1
9923,1
8853,1
2418,1
1160,1
1130,1
987,1
8728,1
3204,1
5775,1
81,1
7396,1
7890,1
2131,1
7066,1
6943,1
5283,1
460,1
10699,1
5093,1
9771,1
2299,1
5910,1
3676,1
3917,1
7224,1
9139,1
7668,1
3823,1
5300,1
3278,1
1227,1
4106,1
1392,1
4835,1
3424,1
6483,1
6946,1
3621,1
729,1
3815,1
5265,1
10166,1
2970,1
675,1
5546,1
4702,1
2843,1
10388,1
8417,1
9160,1
7227,1
5046,1
6861,1
4352,1
10991,1
5453,1
10885,1
7695,1
330,1
4409,1
8615,1
10819,1
8740,1
2193,1
1488,1
2871,1
4253,1
597,1
1554,1
10477,1
8893,1
3605,1
7201,1
1366,1
8724,1
1265,1
33,1
9991,1
7728,1
833,1
10509,1
1537,1
10816,1
4651,1
9354,1
3785,1
7456,1
10099,1
4174,1
8021,1
10421,1
213,1
7663,1
4995,1
5820,1
350,1
4108,1
5373,1
1301,1
7433,1
1348,1
8992,1
7302,1
3077,1
8522,1
7637,1
10127,1
1012,1
9707,1
2602,1
6738,1
9565,1
8608,1
5468,1
2906,1
10466,1
7467,1
2918,1
6218,1
10435,1
4800,1
9428,1
4294,1
774,1
10105,1
807,1
5548,1
1835,1
9492,1
1106,1
2431,1
10715,1
6275,1
9373,1
2311,1
2005,1
6427,1
5169,1
3572,1
8287,1
5379,1
2538,1
10206,1
3031,1
9719,1
1461,1
576,1
9197,1
14,1
787,1
7338,1
2272,1
2251,1
5459,1
6129,1
762,1
1507,1
5611,1
9392,1
8916,1
3271,1
10262,1
1518,1
5515,1
7648,1
2626,1
5072,1
4224,1
1070,1
9647,1
1758,1
2313,1
725,1
820,1
3668,1
6373,1
2067,1
9289,1
8162,1
10854,1
5365,1
407,1
10839,1
3385,1
2465,1
7502,1
10008,1
3381,1
6298,1
8229,1
2798,1
6157,1
5606,1
5382,1
8679,1
4340,1
8095,1
8843,1
6947,1
9405,1
5652,1
6076,1
3018,1
9461,1
10857,1
6156,1
2448,1
3733,1
843,1
5590,1
6687,1
9267,1
7763,1
5471,1
3773,1
6640,1
5632,1
7555,1
2616,1
4730,1
4222,1
7299,1
10920,1
2360,1
2187,1
10725,1
3337,1
113,1
9251,1
4486,1
6479,1
4430,1
3933,1
6318,1
7115,1
4789,1
5668,1
8038,1
7923,1
4480,1
452,1
1861,1
6229,1
808,1
7243,1
7523,1
8247,1
162,1
4290,1
3911,1
8795,1
10346,1
4275,1
1406,1
6198,1
689,1
10293,1
3570,1
83,1
10687,1
10622,1
10809,1
9001,1
4886,1
238,1
10855,1
4296,1
509,1
6612,1
7441,1
1274,1
9314,1
7816,1
7152,1
4062,1
3429,1
673,1
8368,1
9677,1
323,1
106,1
4879,1
2351,1
9008,1
7289,1
10985,1
8505,1
1059,1
5798,1
3352,1
4288,1
6177,1
8711,1
5835,1
10683,1
1394,1
3893,1
1081,1
8478,1
9102,1
3641,1
2314,1
8335,1
7929,1
366,1
3444,1
1957,1
4227,1
4280,1
2347,1
3846,1
10880,1
2916,1
6451,1
6039,1
8712,1
10153,1
3634,1
8555,1
3326,1
2797,1
7901,1
9779,1
2302,1
4632,1
1138,1
1532,1
8569,1
2307,1
3338,1
1548,1
9639,1
2388,1
1660,1
3984,1
9365,1
1038,1
875,1
9919,1
1001,1
1061,1
9945,1
8960,1
5409,1
947,1
3479,1
8440,1
4974,1
176,1
4261,1
10391,1
5943,1
380,1
10024,1
657,1
5349,1
8822,1
10276,1
3061,1
8448,1
10952,1
2519,1
9979,1
7371,1
5415,1
2084,1
5819,1
4762,1
535,1
8938,1
9332,1
2096,1
7005,1
5833,1
3807,1
6572,1
6134,1
7764,1
327,1
1034,1
3214,1
7688,1
9433,1
2981,1
8979,1
6582,1
3405,1
6977,1
1684,1
3425,1
1072,1
10056,1
7550,1
7887,1
1541,1
2318,1
6676,1
2610,1
3406,1
10395,1
3646,1
573,1
