ID,predict
51238,0.3
52585,0.14
50725,0.49
51333,0.19
50731,0.68
53589,0.2
50082,0.23
53475,0.25
51495,0.17
50472,0.81
53821,0.24
54207,0.13
53448,0.02
53756,0.11
52249,0.05
50364,0.89
53737,0.16
52255,0.05
52279,0.22
52759,0.16
53165,0.62
52548,0.38
50967,0.29
53114,0.25
53553,0.27
51423,0.83
54114,0.48
53924,0.89
51734,0.12
52549,0.26
53213,0.32
51536,0.12
51561,0.16
52972,0.79
54275,0.28
50500,0.08
53565,0.5
52741,0.06
53613,0.08
53701,0.02
53984,0.14
52372,0.4
50871,0.12
52676,0.87
53136,0.09
53790,0.17
50013,0.31
53979,0.25
52014,0.77
52733,0.26
53873,0.16
51521,0.89
51721,0.59
50025,0.13
52327,0.03
51342,0.09
52861,0.19
50936,0.1
53606,0.47
50928,0.22
53123,0.18
50998,0.99
51683,0.46
50190,0.15
50451,0.16
53832,0.42
53936,0.35
51558,0.2
52108,0.57
54251,0.09
50076,0.06
54280,0.1
51669,0.17
51030,0.06
50797,0.28
51724,0.51
54067,0.47
51586,0.24
52242,0.15
52175,0.26
51665,0.05
52253,0.29
52454,0.54
50897,0.61
51132,0.17
50774,0.19
51436,0.28
53360,0.39
50296,0.2
52032,0.4
53554,0.88
53859,0.41
50041,0.33
53986,0.24
54230,0.25
50631,0.13
50340,0.19
50146,0.16
52458,0.29
52316,0.37
52824,0.31
52148,0.54
53140,0.15
54031,0.03
54066,0.24
50206,0.06
51229,0.31
50899,0.27
51370,0.29
51152,0.15
51395,0.19
51487,0.48
53387,0.91
50911,0.42
53884,0.29
51131,0.97
54081,0.06
53133,0.0
52260,0.09
51611,0.11
52608,0.41
51827,0.28
50378,0.04
50272,0.67
51667,0.25
51319,0.5
52325,0.2
53242,0.4
54262,0.07
52702,0.13
54265,0.26
51096,0.12
50785,0.08
52663,0.76
52240,0.16
53424,0.34
51820,0.18
51309,0.47
53227,0.47
53039,0.83
50539,0.52
52199,0.19
52763,0.29
50494,0.2
51828,0.5
54080,0.24
53388,0.07
50433,0.27
51941,0.05
50294,0.11
50398,0.14
51934,0.21
52165,0.1
52127,0.28
53316,0.69
50157,0.03
50645,0.25
51210,0.64
54135,0.07
51731,0.24
54241,0.49
50924,0.21
52170,0.18
52053,0.15
51920,0.49
52726,0.17
50877,0.23
50741,0.05
51006,0.09
53974,0.81
50397,0.16
51068,0.32
52330,0.14
53665,0.22
50363,0.38
53298,0.15
51354,0.07
54028,0.88
53801,0.0
51320,0.25
54015,0.14
51578,0.2
50965,0.17
53713,0.46
51078,0.84
50254,0.3
53686,0.74
50550,0.06
50532,0.03
50333,0.02
52271,0.16
53044,0.8
51352,0.52
51264,0.33
53327,0.28
50922,0.13
53760,0.93
50402,0.28
51805,0.03
54016,0.07
53943,0.98
54221,0.31
53455,0.06
50407,0.73
51296,0.63
53841,0.2
51259,0.12
51102,0.35
51907,0.84
51016,0.52
51733,0.91
50615,0.12
52813,0.46
53134,0.22
51117,0.36
50535,0.01
52956,0.88
50859,0.49
51344,0.15
53876,0.08
54095,0.24
52786,0.22
53610,0.68
51592,0.59
54076,0.22
51171,0.23
51368,0.24
53595,0.34
51163,0.02
51066,0.24
50141,0.04
50596,0.2
52388,0.21
52479,0.7
52313,0.13
51497,0.13
53594,0.32
50531,0.78
50401,0.45
51308,0.5
52691,0.07
51847,0.11
50636,0.08
51858,0.15
53071,0.19
51410,0.22
51400,0.18
52083,0.15
54097,0.02
50124,0.69
51362,0.07
53526,0.15
51313,0.13
52503,0.9
51241,0.91
53370,0.21
50006,0.03
53993,0.86
50056,0.29
52061,0.22
52558,0.14
51635,0.12
52658,0.41
53794,0.22
52665,0.91
50589,0.01
52812,0.17
50966,0.03
51185,0.3
51127,0.07
53504,0.07
51284,0.67
53049,0.13
50358,0.45
52594,0.82
54266,0.01
50672,0.16
50679,0.96
54219,0.22
52319,0.14
52184,0.51
50292,0.19
50085,0.17
53310,0.13
50958,0.12
50943,0.17
50130,0.27
50290,0.92
50155,0.05
51523,0.17
53557,0.06
50217,0.29
53187,0.34
52751,0.68
53767,0.66
50405,0.33
50260,0.22
54263,0.57
53443,0.43
53437,0.09
52223,0.22
51154,0.31
51118,0.33
50512,0.13
53202,0.22
50577,0.06
50476,0.11
51538,0.19
51710,0.02
50499,0.89
51174,0.39
50498,0.09
51275,0.14
50086,0.49
53353,0.05
51283,0.59
53560,0.41
51221,0.78
52396,0.19
52392,0.2
51454,0.13
51743,0.14
51785,0.44
51175,0.15
50179,0.55
53451,0.6
50466,0.12
53239,0.71
53063,0.26
51546,0.17
52953,0.9
51218,0.69
51502,0.92
51408,0.17
50262,0.24
50526,0.54
50847,0.36
51015,0.54
50316,0.32
54198,0.88
51035,0.34
50566,0.17
51891,0.67
50604,0.23
50620,0.12
50291,0.36
51797,0.58
52057,0.27
53651,0.1
50795,0.28
52096,0.03
54070,0.04
53309,0.49
50411,0.16
50288,0.55
53562,0.15
54069,0.8
52426,0.2
52229,0.03
50800,0.03
52518,0.38
53416,0.21
52656,0.08
54167,0.54
52605,0.2
51345,0.02
51712,0.18
50502,0.33
52525,0.54
51231,0.11
51451,0.22
51910,0.88
54049,0.18
52408,0.15
50621,0.03
50034,0.14
52353,0.09
53129,0.71
53101,0.45
52529,0.21
51373,0.01
53344,0.86
51086,0.07
52456,0.35
54096,0.26
51701,0.2
53103,0.39
50578,0.96
53867,0.84
52181,0.38
52268,0.74
51080,0.02
52989,0.3
50207,0.68
50696,0.3
51526,0.21
51420,0.25
53079,0.13
50814,0.16
52136,0.08
50450,0.0
51501,0.1
50473,0.36
51840,0.27
50702,0.85
53909,0.35
51864,0.27
52349,0.06
52100,0.1
53929,0.08
50505,0.09
51060,0.32
51673,0.74
50794,0.15
52560,0.8
52767,0.32
53814,0.13
52799,0.13
51775,0.04
51279,0.25
53091,0.37
54223,0.36
51954,0.69
50382,0.84
54174,0.31
52655,0.82
54055,0.1
50947,0.3
54074,0.27
50874,0.07
53675,0.85
51982,0.26
50619,0.78
53070,0.88
53973,0.55
50784,0.07
51929,0.16
52021,0.67
52226,0.45
52015,0.2
52877,0.17
53950,0.18
51791,0.5
53203,0.08
52308,0.92
53777,0.17
53481,0.32
50313,0.3
51422,0.04
53919,0.58
53705,0.88
52348,0.43
50345,0.19
54042,0.72
50792,0.37
53829,0.13
53617,0.11
51921,0.25
51203,0.71
50571,0.17
54181,0.7
53417,0.82
51074,0.08
50654,0.09
51434,0.6
52645,0.13
50169,0.49
50869,0.34
51141,0.02
50352,0.82
52445,0.79
53191,0.05
53486,0.36
50156,0.23
51559,0.38
50599,0.84
53099,0.75
53815,0.38
51684,0.05
51977,0.1
53065,0.31
51589,0.09
50569,0.03
52959,0.39
50020,0.17
50876,0.25
52192,0.39
53972,0.04
53396,0.44
53056,0.63
52720,0.6
52806,0.08
54024,0.12
53528,0.07
51880,0.43
51142,0.02
52550,0.17
53913,0.17
53808,0.93
53847,0.08
51280,0.08
53707,0.07
51965,0.35
51748,0.19
52866,0.06
50811,0.1
51819,0.07
52337,0.51
53149,0.29
50430,0.33
53654,0.15
50848,0.3
51145,0.53
52821,0.06
52044,0.15
52169,0.19
53633,0.14
52811,0.02
54029,0.07
53793,0.14
52882,0.2
52898,0.57
52098,0.43
50158,0.18
50561,0.72
50890,0.13
50932,0.08
54033,0.03
51070,0.11
53105,0.09
50724,0.21
50573,0.6
51316,0.06
52359,0.24
52344,0.06
53303,0.6
52399,0.13
54089,0.31
54270,0.63
50348,0.85
53374,0.06
51414,0.1
50067,0.24
54164,0.0
52716,0.1
52161,0.29
53263,0.09
50031,0.07
51050,0.29
52879,0.17
53090,0.1
53261,0.67
50567,0.26
54075,0.14
52052,0.41
50908,0.81
53051,0.07
50609,0.91
51257,0.23
53164,0.96
51924,0.29
53592,0.12
50536,0.28
52618,0.11
52404,0.45
54177,0.16
50780,0.13
53622,0.19
54222,0.35
51642,0.22
51407,0.11
50107,0.27
52846,0.26
50116,0.17
51937,0.3
52101,0.18
51756,0.06
54115,0.13
50547,0.27
51276,0.22
53671,0.19
53499,0.02
53089,0.5
50595,0.7
50758,0.08
51674,0.47
52504,0.28
53642,0.59
53513,0.27
52071,0.44
51718,0.13
52818,0.27
52836,0.95
52689,0.17
53522,0.08
53586,0.47
54046,0.24
50106,0.17
52022,0.33
53921,0.35
53295,0.9
51064,0.33
52721,0.28
51708,0.65
50339,0.93
52046,0.21
50999,0.77
53026,0.41
53244,0.04
53457,0.94
54236,0.14
52427,0.38
51927,0.91
51979,0.13
54258,0.16
51165,0.9
52800,0.96
52609,0.7
52925,0.25
53908,0.2
51092,0.36
51678,0.03
51217,0.05
54169,0.08
51922,0.34
50854,0.08
50236,0.23
50368,0.07
52843,0.18
50633,0.47
53531,0.57
50104,0.21
50970,0.89
50756,0.8
51476,0.23
53561,0.51
54019,0.11
50906,0.32
51760,0.64
50907,0.23
50057,0.09
53763,0.27
50488,0.84
52303,0.26
51147,0.14
50882,0.07
52757,0.23
54257,0.23
50701,0.28
52173,0.62
51492,0.65
53992,0.01
51911,0.33
53020,0.17
51608,0.49
50194,0.15
50893,0.31
53343,0.03
52211,0.17
53399,0.18
50225,0.5
52905,0.45
50802,0.12
51651,0.14
51810,0.02
50061,0.14
53893,0.79
51447,0.07
52430,0.73
54102,0.07
51193,0.24
54090,0.94
53331,0.69
54027,0.07
51335,0.19
50492,0.23
53507,0.14
52066,0.04
51449,0.15
51126,0.37
50712,0.31
53585,0.15
51951,0.81
53824,0.12
51702,0.66
53249,0.34
51607,0.23
51348,0.1
52568,0.16
51367,0.84
50709,0.19
52874,0.51
53313,0.69
51041,0.21
51322,0.31
52575,0.37
50480,0.15
53846,0.15
52114,0.22
52074,0.01
53422,0.03
53119,0.17
51489,0.58
52744,0.48
50456,0.12
53742,0.59
51018,0.45
50861,0.78
52067,0.17
52254,0.2
50759,0.12
51236,0.2
53010,0.06
52119,0.31
52310,0.66
50798,0.26
53121,0.49
50685,0.09
52416,0.68
51339,0.16
51488,0.34
52522,0.11
52080,0.26
52357,0.12
51914,0.19
53279,0.15
52610,0.15
50145,0.04
53419,0.27
53137,0.3
52718,0.07
51416,0.37
52275,0.0
50120,0.21
51713,0.08
52876,0.16
53789,0.13
53872,0.24
50538,0.42
50516,0.82
51033,0.17
52904,0.32
50942,0.14
54267,0.26
52507,0.14
52250,0.36
52723,0.06
51312,0.41
53719,0.06
50095,0.16
51680,0.3
51405,0.29
50867,0.8
52944,0.56
52358,0.47
52943,0.13
53785,0.21
52828,0.08
51009,0.39
53215,0.12
51063,0.7
50730,0.27
53866,0.17
50289,0.53
51146,0.34
50528,0.18
52291,0.68
50593,0.37
53305,0.1
50410,0.82
51468,0.33
53996,0.0
53383,0.11
53902,0.14
53008,0.28
50971,0.03
52410,0.09
50625,0.6
50446,0.93
50307,0.09
50351,0.51
50704,0.09
51912,0.57
52607,0.34
51411,0.13
51465,0.24
53728,0.16
50585,0.74
52711,0.27
50752,0.08
51338,0.08
50711,0.29
50831,0.06
52680,0.15
50148,0.56
53898,0.13
53762,0.33
51654,0.0
51628,0.22
53028,0.6
53346,0.76
50360,0.15
52429,0.81
52498,0.21
52487,0.52
50143,0.17
50546,0.54
52971,0.3
51170,0.15
53730,0.27
52239,0.15
52225,0.38
50591,0.14
52869,0.05
50154,0.16
52746,0.13
51306,0.86
50371,0.23
53534,0.14
52966,0.13
51023,0.63
54227,0.24
51883,0.23
52176,0.05
50739,0.15
52830,0.51
51960,0.17
52764,0.48
52147,0.45
52402,0.16
51355,0.08
51704,0.73
53159,0.06
52134,0.13
51417,0.16
52519,0.89
53326,0.63
53751,0.05
52111,0.23
52967,0.22
52710,0.19
52776,0.13
52892,0.08
51128,0.23
51435,0.48
52779,0.56
53510,0.22
51593,0.07
51947,0.14
53131,0.38
52467,0.31
54204,0.71
51469,0.06
53170,0.33
53538,0.5
50563,0.55
50109,0.15
53604,0.06
53605,0.18
51567,0.7
52749,0.14
52509,0.27
52036,0.27
51580,0.01
51940,0.17
50202,0.16
54087,0.35
50424,0.07
53755,0.05
50192,0.56
51197,0.12
54166,0.46
50519,0.03
54068,0.11
53733,0.09
51846,0.26
53265,0.37
52432,0.07
50558,0.23
50708,0.13
53860,0.68
50037,0.21
50425,0.13
52483,0.23
52213,0.78
51196,0.15
52643,0.31
52289,0.14
50108,0.05
50497,0.11
53837,0.66
53247,0.25
52210,0.49
53962,0.68
51812,0.64
51603,0.02
52775,0.23
51049,0.16
51981,0.15
52740,0.32
54252,0.16
51604,0.11
50245,0.16
50733,0.08
50763,0.76
50280,0.04
54131,0.14
50253,0.78
50549,0.12
53082,0.0
53969,0.39
51461,0.13
53983,0.85
51758,0.29
53720,0.4
51641,0.83
53769,0.34
50393,0.14
53862,0.24
50386,0.74
50771,0.07
50828,0.12
50181,0.03
53074,0.29
54250,0.28
53845,0.56
53684,0.72
51439,0.09
50419,0.05
53603,0.81
51770,0.51
52632,0.36
51002,0.13
53183,0.5
51916,0.09
51318,0.14
51547,0.2
50572,0.15
53248,0.79
51786,0.09
50740,0.6
50277,0.17
53097,0.94
52598,0.39
51686,0.42
51531,0.25
54002,0.09
52339,0.53
53503,0.19
54154,0.4
51888,0.11
50377,0.79
51183,0.2
54000,0.25
50666,0.91
51576,0.36
52629,0.19
51884,0.53
51621,0.05
50658,0.09
51890,0.47
50079,0.14
53407,0.15
53257,0.07
53888,0.16
53421,0.24
52346,0.33
50915,0.85
51967,0.13
53803,0.13
51398,0.94
52270,0.34
51901,0.2
53959,0.16
52940,0.46
53813,0.29
51168,0.69
52543,0.51
51179,0.38
51993,0.62
51745,0.4
54063,0.64
54277,0.77
52705,0.23
51552,0.48
53266,0.44
52343,0.32
50322,0.57
50783,0.4
51953,0.12
50743,0.18
50327,0.02
50766,0.73
53963,0.55
50045,0.21
53570,0.19
53987,0.31
52292,0.06
54047,0.6
53999,0.24
50788,0.03
52203,0.19
53146,0.7
51429,0.61
51990,0.42
52911,0.68
51243,0.08
54226,0.4
50121,0.08
52932,0.17
52659,0.37
54278,0.07
50723,0.03
51898,0.07
52921,0.25
51288,0.53
51251,0.95
52875,0.35
51871,0.21
52870,0.03
50851,0.14
51640,0.25
53877,0.35
52946,0.19
53556,0.03
51321,0.1
53410,0.75
52692,0.2
50772,0.51
50626,0.48
51896,0.52
50699,0.3
53201,0.14
51430,0.61
51514,0.02
54010,0.18
50016,0.38
51155,0.21
50894,0.08
53172,0.12
50147,0.16
53895,0.86
53887,0.8
50422,0.51
53267,0.2
54099,0.97
53397,0.77
51925,0.35
51133,0.2
50315,0.02
54134,0.71
50437,0.14
53162,0.12
52413,0.16
52424,0.05
52332,0.28
50142,0.09
50663,0.15
52969,0.08
52420,0.63
50110,0.07
52981,0.24
53990,0.67
50705,0.48
51583,0.32
52107,0.42
54212,0.2
50714,0.28
52912,0.08
51230,0.14
52616,0.01
54051,0.3
50426,0.15
53575,0.31
54123,0.32
52935,0.16
51473,0.11
53998,0.69
51399,0.06
51079,0.03
52172,0.07
53160,0.37
50224,0.79
52088,0.51
52851,0.02
51499,0.66
52129,0.66
52960,0.09
51970,0.03
53368,0.68
52043,0.32
50212,0.87
50071,0.09
51177,0.07
51044,0.41
50850,0.19
51707,0.28
54172,0.08
50744,0.17
53442,0.33
52457,0.11
53145,0.66
52531,0.81
53157,0.14
53463,0.03
53823,0.29
53729,0.07
52888,0.75
52218,0.14
53564,0.21
52231,0.73
53542,0.16
50126,0.91
51326,0.12
52841,0.05
50312,0.17
53647,0.43
53128,0.8
50102,0.25
54107,0.17
53418,0.1
50790,0.07
52713,0.12
54030,0.21
53629,0.36
50429,0.46
51661,0.5
51455,0.09
51404,0.8
52124,0.28
52257,0.09
51556,0.28
52283,0.16
53580,0.38
53359,0.15
52493,0.38
52730,0.63
51178,0.38
53047,0.01
52224,0.27
51620,0.22
51693,0.39
52007,0.18
52259,0.03
50614,0.21
53527,0.13
52722,0.09
53994,0.1
52499,0.24
53308,0.1
53774,0.19
53241,0.13
52889,0.28
52829,0.78
52577,0.87
52580,0.05
54003,0.64
54035,0.35
52485,0.38
50562,0.08
52706,0.04
50954,0.33
52451,0.36
50103,0.71
51052,0.57
52444,0.09
52803,0.24
51645,0.24
50888,0.23
53059,0.11
52639,0.17
53611,0.21
50775,0.24
50817,0.36
53781,0.42
50629,0.16
50634,0.32
50049,0.17
53997,0.46
51906,0.9
52862,0.17
50469,0.26
50891,0.05
54268,0.25
52807,0.34
50652,0.03
51202,0.66
52018,0.21
53818,0.21
53907,0.2
52596,0.12
50072,0.51
50590,0.12
50187,0.07
52153,0.24
50742,0.1
51913,0.05
52855,0.24
54146,0.04
50793,0.11
54254,0.82
50910,0.37
50054,0.6
52595,0.14
50467,0.29
54215,0.64
53289,0.22
54168,0.09
53690,0.49
52955,0.02
51299,0.65
52409,0.61
53268,0.35
50765,0.11
50040,0.07
51059,0.08
51105,0.03
52881,0.09
51874,0.07
50602,0.02
50789,0.06
51292,0.23
53942,0.06
53896,0.04
52986,0.04
50328,0.2
53941,0.3
52047,0.2
53068,0.77
50487,0.14
50900,0.21
50101,0.53
52028,0.0
52994,0.13
53030,0.13
51729,0.46
52501,0.45
52062,0.07
53042,0.4
51057,0.38
53590,0.1
51554,0.51
52728,0.46
50718,0.23
52571,0.28
53856,0.44
51403,0.11
51570,0.22
53425,0.04
52306,0.84
53120,0.3
51143,0.17
52191,0.43
52957,0.84
52810,0.29
50318,0.1
52561,0.5
50302,0.04
52000,0.13
50075,0.19
53697,0.21
52103,0.29
53197,0.01
50968,0.03
54120,0.35
53484,0.21
50875,0.26
53602,0.23
52311,0.88
53559,0.32
50824,0.57
53682,0.13
52847,0.23
53414,0.07
50023,0.21
50656,0.41
52675,0.27
52919,0.17
50374,0.1
52281,0.23
52322,0.17
51327,0.04
52024,0.34
53272,0.6
53529,0.13
53661,0.02
53631,0.1
54098,0.19
50858,0.37
53917,0.1
51111,0.33
53955,0.24
53124,0.43
52405,0.04
50745,0.09
52354,0.51
50483,0.1
54092,0.37
53530,0.08
53548,0.19
52747,0.2
52895,0.27
52159,0.06
53925,0.05
50198,0.02
54103,0.52
50559,0.5
53940,0.01
53291,0.18
51073,0.16
51061,0.39
53546,0.3
51783,0.25
52438,0.14
54122,0.3
53692,0.28
53640,0.21
52857,0.09
52693,0.0
53347,0.37
53827,0.62
54062,0.02
51624,0.62
50337,0.74
52816,0.56
51415,0.16
50904,0.19
53002,0.96
53231,0.24
51432,0.63
52055,0.18
50084,0.37
51365,0.13
50131,0.9
51331,0.31
52951,0.08
51792,0.27
51873,0.19
52142,0.1
52389,0.32
52936,0.46
51014,0.39
52987,0.26
50816,0.12
51983,0.15
52977,0.12
51644,0.03
51877,0.11
51928,0.08
53582,0.13
50204,0.91
51438,0.08
50486,0.36
52126,0.08
50089,0.17
52045,0.42
50004,0.6
50062,0.56
50587,0.1
50813,0.37
50219,0.85
50149,0.09
51176,0.64
50837,0.4
52355,0.13
53636,0.1
51337,0.08
51227,0.35
52918,0.14
50301,0.56
51540,0.09
53367,0.06
51071,0.23
52555,0.07
51153,0.15
52845,0.02
52523,0.23
53833,0.29
50323,0.16
51453,0.14
53229,0.43
54218,0.18
51095,0.87
53003,0.01
50692,0.09
51424,0.02
53696,0.15
52049,0.01
53333,0.82
51837,0.12
53525,0.1
51738,0.38
53040,0.16
50303,0.06
50582,0.16
52745,0.19
51625,0.36
50639,0.76
54272,0.7
50134,0.27
53473,0.16
53493,0.28
52781,0.21
50951,0.15
50015,0.13
50916,0.16
52696,0.78
53706,0.19
50213,0.72
52952,0.22
51140,0.03
53233,0.66
52258,0.67
52034,0.18
50387,0.43
52865,0.14
51186,0.15
53970,0.5
52822,0.03
52864,0.15
51818,0.21
50421,0.34
50987,0.41
53865,0.16
51087,0.19
53411,0.16
51360,0.21
51467,0.17
53006,0.25
52715,0.19
50919,0.59
51058,0.21
53168,0.33
51741,0.3
54179,0.13
51356,0.26
52709,0.35
52156,0.65
53084,0.15
51931,0.27
52634,0.25
53644,0.07
52263,0.32
51814,0.35
51660,0.08
53857,0.06
51831,0.04
52085,0.74
51369,0.12
53875,0.34
51122,0.06
52027,0.87
51181,0.24
53406,0.03
51518,0.06
51098,0.3
51289,0.28
50878,0.33
53727,0.2
54121,0.36
52059,0.18
51379,0.25
51051,0.33
51448,0.04
53096,0.31
52378,0.25
53656,0.29
52962,0.15
50703,0.32
50305,0.4
53891,0.51
53519,0.74
51664,0.23
54274,0.16
50380,0.4
51192,0.69
53358,0.05
51918,0.16
50638,0.11
50809,0.18
52701,0.52
53102,0.06
51038,0.2
53260,0.14
52700,0.63
51703,0.14
50436,0.18
50233,0.47
52051,0.11
50884,0.13
50846,0.26
52464,0.62
50961,0.14
53080,0.44
52826,0.2
52697,0.13
51999,0.05
52455,0.68
52635,0.72
53468,0.06
53638,0.57
54072,0.89
53828,0.36
52844,0.6
53966,0.41
53064,0.47
51868,0.28
51216,0.03
52197,0.2
53797,0.06
54044,0.11
53369,0.76
53552,0.43
50299,0.41
53382,0.43
54185,0.12
50887,0.19
54094,0.03
52288,0.85
52247,0.32
53985,0.06
52093,0.13
52447,0.76
54200,0.38
52185,0.14
52593,0.25
53107,0.27
51189,0.31
51054,0.15
53717,0.78
52582,0.08
54018,0.49
50381,0.21
50205,0.03
54247,0.54
51832,0.18
54054,0.51
53314,0.05
52686,0.01
51908,0.52
52496,0.28
50510,0.74
52471,0.76
52054,0.06
51121,0.69
53482,0.24
52206,0.36
51588,0.07
53258,0.18
50032,0.29
54202,0.21
52204,0.23
52569,0.17
52006,0.08
51358,0.63
52538,0.2
51598,0.26
51004,0.11
51282,0.17
53243,0.23
53287,0.67
52641,0.3
51571,0.24
51260,0.13
54127,0.69
53550,0.42
51047,0.15
53899,0.12
52670,0.08
50994,0.73
50350,0.07
50406,0.02
50939,0.3
50545,0.08
50459,0.12
53549,0.71
53935,0.08
53858,0.37
52386,0.26
50681,0.2
50895,0.18
51917,0.17
50153,0.27
50122,0.17
51191,0.11
52168,0.15
54009,0.14
52894,0.62
51606,0.31
52648,0.53
52511,0.2
54036,0.12
53660,0.14
53648,0.36
51841,0.03
51166,0.74
51543,0.76
54153,0.45
51258,0.22
53464,0.26
50586,0.12
51904,0.77
51273,0.54
51769,0.5
50946,0.07
53937,0.2
51082,0.2
52893,0.12
51647,0.15
52570,0.06
53429,0.17
50197,0.08
53278,0.09
50150,0.77
52576,0.6
52738,0.17
50180,0.05
53363,0.54
51804,0.29
50992,0.23
53798,0.02
52880,0.1
51565,0.17
53246,0.64
53820,0.31
52698,0.15
50257,0.0
50392,0.3
51441,0.57
53093,0.01
53005,0.15
51272,0.12
53384,0.33
53843,0.78
54156,0.52
51505,0.2
50474,0.2
53300,0.39
50118,0.32
50178,0.59
53436,0.75
53409,0.52
50686,0.09
51633,0.15
52345,0.09
53991,0.58
51789,0.21
51698,0.14
50761,0.26
51966,0.94
54217,0.03
52157,0.73
51437,0.07
51663,0.07
50064,0.6
52590,0.05
53646,0.3
53377,0.28
50935,0.23
50649,0.51
53736,0.07
52760,0.26
54159,0.52
53092,0.46
51384,0.19
51242,0.07
51034,0.66
50732,0.37
52965,0.6
53173,0.77
50684,0.21
50139,0.2
50223,0.08
52123,0.04
51881,0.22
53624,0.11
53465,0.38
51484,0.38
52930,0.69
51824,0.09
50068,0.24
53788,0.27
53277,0.29
50643,0.13
53380,0.24
50588,0.16
53109,0.11
53579,0.56
53432,0.19
51550,0.06
51855,0.35
51597,0.49
53357,0.07
51717,0.07
52756,0.09
53667,0.31
53196,0.17
52671,0.07
52771,0.41
54133,0.74
53923,0.27
52975,0.59
53897,0.21
52443,0.79
50839,0.89
51613,0.42
51208,0.21
54144,0.26
53127,0.16
51314,0.94
52526,0.45
50010,0.08
50165,0.03
51972,0.05
50555,0.08
54228,0.09
50115,0.33
50682,0.18
50310,0.16
54229,0.06
50475,0.19
52468,0.15
51222,0.21
52602,0.3
50879,0.75
53385,0.05
50218,0.1
50211,0.29
52682,0.7
51666,0.16
52102,0.16
53126,0.57
51555,0.45
53905,0.06
50648,0.07
52886,0.14
52019,0.62
54119,0.07
51594,0.12
51012,0.2
53394,0.76
51353,0.05
51915,0.14
51516,0.33
52766,0.47
53637,0.19
51933,0.24
53830,0.07
53926,0.06
52195,0.14
53001,0.85
52302,0.12
51889,0.19
52154,0.07
50565,0.08
52440,0.04
53932,0.28
54261,0.84
50230,0.18
52194,0.12
50048,0.39
51019,0.1
52215,0.14
51528,0.02
50956,0.56
50052,0.15
50598,0.79
51755,0.65
50808,0.25
52095,0.05
53480,0.41
53628,0.08
53758,0.75
53373,0.13
50399,0.1
53735,0.92
52672,0.09
50651,0.22
53234,0.31
52906,0.27
50468,0.94
51730,0.11
51013,0.25
53669,0.16
54141,0.1
50347,0.24
51595,0.74
52328,0.25
50990,0.11
54004,0.12
51483,0.06
50715,0.81
50009,0.68
52788,0.26
51668,0.15
51798,0.35
52318,0.75
54093,0.07
53566,0.07
53747,0.16
50285,0.14
52589,0.32
51652,0.27
52789,0.16
50444,0.18
52391,0.15
51875,0.4
50830,0.05
52151,0.74
52431,0.61
50099,0.97
50781,0.55
50803,0.13
52903,0.76
53946,0.35
50495,0.22
52480,0.32
52190,0.36
50827,0.15
53740,0.61
53655,0.06
52214,0.73
52209,0.36
53714,0.75
54279,0.11
53208,0.34
53981,0.16
51952,0.43
53088,0.42
51137,0.11
50007,0.37
51219,0.07
53297,0.17
52221,0.23
52494,0.3
54211,0.18
54201,0.46
52914,0.28
52627,0.34
53545,0.15
50868,0.88
52252,0.18
50902,0.12
50580,0.69
54193,0.28
53184,0.57
54137,0.43
50485,0.02
53048,0.82
50644,0.33
54244,0.86
50945,0.21
52010,0.07
52907,0.19
53783,0.23
53977,0.18
51486,0.22
53850,0.77
50003,0.01
53449,0.55
51037,0.89
52406,0.16
52476,0.18
52324,0.04
50266,0.48
51490,0.07
50749,0.1
53301,0.31
50491,0.69
51893,0.1
51742,0.5
52078,0.01
50445,0.02
52808,0.1
52421,0.08
54189,0.38
53766,0.21
53949,0.91
53188,0.09
51246,0.21
51482,0.75
50617,0.47
54281,0.13
51224,0.04
53621,0.19
51677,0.23
54056,0.38
52390,0.09
52559,0.88
51655,0.2
51029,0.37
54148,0.57
50944,0.4
51525,0.4
52439,0.43
52276,0.39
52931,0.85
50517,0.93
50479,0.06
50799,0.4
52082,0.22
51268,0.28
50008,0.2
53861,0.2
53598,0.23
50231,0.12
53391,0.2
50440,0.19
50525,0.55
50624,0.12
51634,0.33
53144,0.02
51372,0.22
51722,0.64
50094,0.11
52591,0.65
54045,0.76
53018,0.06
50415,0.27
50209,0.15
51199,0.88
51504,0.6
50281,0.15
51942,0.97
51130,0.68
53851,0.09
52437,0.23
52996,0.72
52299,0.62
52937,0.33
51157,0.31
52938,0.08
53461,0.17
50059,0.4
50520,0.4
51351,0.03
54220,0.02
51036,0.01
52791,0.12
50668,0.1
50017,0.08
52924,0.19
52286,0.31
54151,0.02
53061,0.44
52769,0.34
50753,0.49
51262,0.07
52261,0.53
53288,0.41
50957,0.12
53130,0.62
51637,0.94
53894,0.32
53494,0.3
54101,0.22
52615,0.62
51445,0.82
52116,0.24
53625,0.27
52133,0.12
53318,0.21
50912,0.11
52514,0.2
52927,0.85
51963,0.53
52477,0.93
50417,0.15
50412,0.19
53718,0.17
50196,0.62
51249,0.26
51752,0.03
50284,0.64
54188,0.24
53920,0.17
51135,0.27
51568,0.09
51169,0.82
52714,0.16
52732,0.59
53889,0.11
52428,0.59
53571,0.3
53060,0.29
52896,0.53
54034,0.02
51803,0.23
52338,0.18
53460,0.12
50359,0.19
53478,0.9
52412,0.48
52572,0.12
50574,0.27
53754,0.37
53543,0.66
52031,0.1
50693,0.19
